artist_id,name,followers,genres,popularity,uri,href,external_urls,images
5y2Xq6xcjJb2jVM54GHK3t,John Legend,7088526,"neo soul, pop, pop soul, urban contemporary",77,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,https://api.spotify.com/v1/artists/5y2Xq6xcjJb2jVM54GHK3t,https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t,"https://i.scdn.co/image/ab6761610000e5eb01784e44ffd1a339350f4417, https://i.scdn.co/image/ab6761610000517401784e44ffd1a339350f4417, https://i.scdn.co/image/ab6761610000f17801784e44ffd1a339350f4417"
1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,1993541,"alternative rock, melancholia, permanent wave, protopunk, rock",64,spotify:artist:1nJvji2KIlWSseXRSlNYsC,https://api.spotify.com/v1/artists/1nJvji2KIlWSseXRSlNYsC,https://open.spotify.com/artist/1nJvji2KIlWSseXRSlNYsC,"https://i.scdn.co/image/d69c2cf10323bf08443c7d122f3a1824a760ab57, https://i.scdn.co/image/24e7531935f88f55744cc8c9ed2528f466cba276, https://i.scdn.co/image/fedcb6f64de6571e2c208a21fc16b9e05e38cf2f, https://i.scdn.co/image/0fda1f46337398e35d5c7c672ddc77beb68a8f93"
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,11153410,"dance pop, latin pop, mexican pop",79,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,https://api.spotify.com/v1/artists/7qG3b048QCHVRO5Pv1T5lw,https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw,"https://i.scdn.co/image/ab6761610000e5eb95bd4e059ac547c2c6eb1da7, https://i.scdn.co/image/ab6761610000517495bd4e059ac547c2c6eb1da7, https://i.scdn.co/image/ab6761610000f17895bd4e059ac547c2c6eb1da7"
1GAJzApRTMmYZ9EjQ91VOy,The Tokens,39069,"doo-wop, sunshine pop",49,spotify:artist:1GAJzApRTMmYZ9EjQ91VOy,https://api.spotify.com/v1/artists/1GAJzApRTMmYZ9EjQ91VOy,https://open.spotify.com/artist/1GAJzApRTMmYZ9EjQ91VOy,"https://i.scdn.co/image/ab67616d0000b2739df742dcaf9b79edad9009d0, https://i.scdn.co/image/ab67616d00001e029df742dcaf9b79edad9009d0, https://i.scdn.co/image/ab67616d000048519df742dcaf9b79edad9009d0"
7CyJIUpcWZK2zFM6gKLKvD,Andy Griggs,105541,"country, country road",38,spotify:artist:7CyJIUpcWZK2zFM6gKLKvD,https://api.spotify.com/v1/artists/7CyJIUpcWZK2zFM6gKLKvD,https://open.spotify.com/artist/7CyJIUpcWZK2zFM6gKLKvD,"https://i.scdn.co/image/2cdeb03e78fd79dc12eb5c0fc25727878cc2d330, https://i.scdn.co/image/4bdceb4b15ec1a5a4c29e4fbd2b51ea6383b4b76, https://i.scdn.co/image/8a1ffd3d5433ad9b9f31784ac552a400f42748f1, https://i.scdn.co/image/fba110580655df8e880ec7f8ee7b98e3daf00388"
0u2FHSq3ln94y5Q57xazwf,Keith Urban,5175735,"contemporary country, country, country road",71,spotify:artist:0u2FHSq3ln94y5Q57xazwf,https://api.spotify.com/v1/artists/0u2FHSq3ln94y5Q57xazwf,https://open.spotify.com/artist/0u2FHSq3ln94y5Q57xazwf,"https://i.scdn.co/image/ab6761610000e5eb054c067d4cfa3b8094f3400f, https://i.scdn.co/image/ab67616100005174054c067d4cfa3b8094f3400f, https://i.scdn.co/image/ab6761610000f178054c067d4cfa3b8094f3400f"
1rBtwsSkGLKYGhL5yj98Wd,Adam Wade,89,,12,spotify:artist:1rBtwsSkGLKYGhL5yj98Wd,https://api.spotify.com/v1/artists/1rBtwsSkGLKYGhL5yj98Wd,https://open.spotify.com/artist/1rBtwsSkGLKYGhL5yj98Wd,"https://i.scdn.co/image/ab6761610000e5eb173621eee34b93c0d08cb96f, https://i.scdn.co/image/ab67616100005174173621eee34b93c0d08cb96f, https://i.scdn.co/image/ab6761610000f178173621eee34b93c0d08cb96f"
74ASZWbe4lXaubB36ztrGX,Bob Dylan,6635116,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",74,spotify:artist:74ASZWbe4lXaubB36ztrGX,https://api.spotify.com/v1/artists/74ASZWbe4lXaubB36ztrGX,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,"https://i.scdn.co/image/ab6772690000c46cd7064356b04a156664a37c4f, https://i.scdn.co/image/ab6772690000dd22d7064356b04a156664a37c4f, https://i.scdn.co/image/ab6772690000bac3d7064356b04a156664a37c4f, https://i.scdn.co/image/ab67726900008f74d7064356b04a156664a37c4f"
6HnHBbeScFiQKXt3sUQA3Z,Eydie Gormé,167332,,59,spotify:artist:6HnHBbeScFiQKXt3sUQA3Z,https://api.spotify.com/v1/artists/6HnHBbeScFiQKXt3sUQA3Z,https://open.spotify.com/artist/6HnHBbeScFiQKXt3sUQA3Z,"https://i.scdn.co/image/ab6761610000e5eb1c0da336a4cea059e7da771d, https://i.scdn.co/image/ab676161000051741c0da336a4cea059e7da771d, https://i.scdn.co/image/ab6761610000f1781c0da336a4cea059e7da771d"
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,4931148,"canadian pop, dance pop, pop",73,spotify:artist:6sFIWsNpZYqfjUpaCgueju,https://api.spotify.com/v1/artists/6sFIWsNpZYqfjUpaCgueju,https://open.spotify.com/artist/6sFIWsNpZYqfjUpaCgueju,"https://i.scdn.co/image/ab6761610000e5eb8272bf414106646e0e4a89f3, https://i.scdn.co/image/ab676161000051748272bf414106646e0e4a89f3, https://i.scdn.co/image/ab6761610000f1788272bf414106646e0e4a89f3"
