artist_id,name,followers,genres,popularity,uri,href,external_urls,images
0U2mUJuJkthantMGmsJygP,Jerry Butler,170380,"chicago soul, classic soul, motown, philly soul, soul",37,spotify:artist:0U2mUJuJkthantMGmsJygP,https://api.spotify.com/v1/artists/0U2mUJuJkthantMGmsJygP,https://open.spotify.com/artist/0U2mUJuJkthantMGmsJygP,"https://i.scdn.co/image/ab6761610000e5ebae993c6650c349b13b1a4371, https://i.scdn.co/image/ab67616100005174ae993c6650c349b13b1a4371, https://i.scdn.co/image/ab6761610000f178ae993c6650c349b13b1a4371"
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,31564536,"dance pop, pop",87,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,"https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97, https://i.scdn.co/image/ab67616100005174e94f88ff74ae4ddcab961f97, https://i.scdn.co/image/ab6761610000f178e94f88ff74ae4ddcab961f97"
7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,2097459,"hip pop, neo soul, r&b, urban contemporary",62,spotify:artist:7gSjFKpVmDgC2MMsnN8CYq,https://api.spotify.com/v1/artists/7gSjFKpVmDgC2MMsnN8CYq,https://open.spotify.com/artist/7gSjFKpVmDgC2MMsnN8CYq,"https://i.scdn.co/image/ab6761610000e5ebe85d25b9286d6815ddb0d82a, https://i.scdn.co/image/ab67616100005174e85d25b9286d6815ddb0d82a, https://i.scdn.co/image/ab6761610000f178e85d25b9286d6815ddb0d82a"
21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1203817,"acid rock, album rock, blues rock, classic rock, glam metal, hard rock, rock, southern rock",53,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,https://api.spotify.com/v1/artists/21ysNsPzHdqYN2fQ75ZswG,https://open.spotify.com/artist/21ysNsPzHdqYN2fQ75ZswG,"https://i.scdn.co/image/ab6761610000e5eb030bcb95866eee7f4a49961c, https://i.scdn.co/image/ab67616100005174030bcb95866eee7f4a49961c, https://i.scdn.co/image/ab6761610000f178030bcb95866eee7f4a49961c"
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1516970,"glee club, post-teen pop",70,spotify:artist:0SCbttzoZTnLFebDYmAWCm,https://api.spotify.com/v1/artists/0SCbttzoZTnLFebDYmAWCm,https://open.spotify.com/artist/0SCbttzoZTnLFebDYmAWCm,"https://i.scdn.co/image/5b5a95f260ac429405e871777e3c17c9126c30ad, https://i.scdn.co/image/446aee35047292c4ba3e57e83ef97e6a9ffea669, https://i.scdn.co/image/ba0a93f82502495617bc233f726b0debed5c43d9"
32WkQRZEVKSzVAAYqukAEA,Lady A,3692359,"contemporary country, country, country dawn, country pop, country road",67,spotify:artist:32WkQRZEVKSzVAAYqukAEA,https://api.spotify.com/v1/artists/32WkQRZEVKSzVAAYqukAEA,https://open.spotify.com/artist/32WkQRZEVKSzVAAYqukAEA,"https://i.scdn.co/image/ab6761610000e5eb88ef2b30e7a0cb9d1af31d7a, https://i.scdn.co/image/ab6761610000517488ef2b30e7a0cb9d1af31d7a, https://i.scdn.co/image/ab6761610000f17888ef2b30e7a0cb9d1af31d7a"
1eClJfHLoDI4rZe5HxzBFv,INXS,2755092,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock",71,spotify:artist:1eClJfHLoDI4rZe5HxzBFv,https://api.spotify.com/v1/artists/1eClJfHLoDI4rZe5HxzBFv,https://open.spotify.com/artist/1eClJfHLoDI4rZe5HxzBFv,"https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf, https://i.scdn.co/image/ab676161000051749bfd44c9bd2aae22edfd99bf, https://i.scdn.co/image/ab6761610000f1789bfd44c9bd2aae22edfd99bf"
5a1p9HEb8mrwIwBgidOlCu,Donnie Owens,222,,2,spotify:artist:5a1p9HEb8mrwIwBgidOlCu,https://api.spotify.com/v1/artists/5a1p9HEb8mrwIwBgidOlCu,https://open.spotify.com/artist/5a1p9HEb8mrwIwBgidOlCu,"https://i.scdn.co/image/ab67616d0000b273ed5c3e5bef3d5abf53f69641, https://i.scdn.co/image/ab67616d00001e02ed5c3e5bef3d5abf53f69641, https://i.scdn.co/image/ab67616d00004851ed5c3e5bef3d5abf53f69641"
3CgFQVOvg4sK8vaGtXPIJ4,Big Bub,22353,"contemporary r&b, new jack swing",27,spotify:artist:3CgFQVOvg4sK8vaGtXPIJ4,https://api.spotify.com/v1/artists/3CgFQVOvg4sK8vaGtXPIJ4,https://open.spotify.com/artist/3CgFQVOvg4sK8vaGtXPIJ4,"https://i.scdn.co/image/570ff1b82dbbfb17ea535ba6ab1ccd893d23066a, https://i.scdn.co/image/cf8aefbe596009a317c0d8ce263ed61effdb6938, https://i.scdn.co/image/f9e0363667b5c873b92378696282ff445a5ba71d, https://i.scdn.co/image/d74cb0f8140c5797153d8d461435bb9a10f4c14a"
5oMWW19j0AXl7Sy4Xn9rmg,Bobby Freeman,14915,"doo-wop, rhythm and blues, rock-and-roll",30,spotify:artist:5oMWW19j0AXl7Sy4Xn9rmg,https://api.spotify.com/v1/artists/5oMWW19j0AXl7Sy4Xn9rmg,https://open.spotify.com/artist/5oMWW19j0AXl7Sy4Xn9rmg,"https://i.scdn.co/image/ab67616d0000b27316f151ddd7d985baf547a529, https://i.scdn.co/image/ab67616d00001e0216f151ddd7d985baf547a529, https://i.scdn.co/image/ab67616d0000485116f151ddd7d985baf547a529"
