artist_id,name,followers,genres,popularity,uri,href,external_urls,images
164Uj4eKjl6zTBKfJLFKKK,JVKE,4929755,"modern indie pop, pov: indie, singer-songwriter pop",77,spotify:artist:164Uj4eKjl6zTBKfJLFKKK,https://api.spotify.com/v1/artists/164Uj4eKjl6zTBKfJLFKKK,https://open.spotify.com/artist/164Uj4eKjl6zTBKfJLFKKK,"https://i.scdn.co/image/ab6761610000e5ebce33386a81a202e149934ec1, https://i.scdn.co/image/ab67616100005174ce33386a81a202e149934ec1, https://i.scdn.co/image/ab6761610000f178ce33386a81a202e149934ec1"
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,10803113,"art rock, classic rock, glam rock, permanent wave, rock",78,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://api.spotify.com/v1/artists/0oSGxfWSnnOXhD2fKuz2Gy,https://open.spotify.com/artist/0oSGxfWSnnOXhD2fKuz2Gy,"https://i.scdn.co/image/ab6761610000e5ebb78f77c5583ae99472dd4a49, https://i.scdn.co/image/ab67616100005174b78f77c5583ae99472dd4a49, https://i.scdn.co/image/ab6761610000f178b78f77c5583ae99472dd4a49"
6KImCVD70vtIoJWnq6nGn3,Harry Styles,32952273,pop,84,spotify:artist:6KImCVD70vtIoJWnq6nGn3,https://api.spotify.com/v1/artists/6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,"https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb, https://i.scdn.co/image/ab67616100005174f7db7c8ede90a019c54590bb, https://i.scdn.co/image/ab6761610000f178f7db7c8ede90a019c54590bb"
1ZN1c1qWEGZNX1pGeKCPpf,Billy Strings,446532,"jam band, jamgrass, progressive bluegrass",67,spotify:artist:1ZN1c1qWEGZNX1pGeKCPpf,https://api.spotify.com/v1/artists/1ZN1c1qWEGZNX1pGeKCPpf,https://open.spotify.com/artist/1ZN1c1qWEGZNX1pGeKCPpf,"https://i.scdn.co/image/ab6761610000e5eb532fd0e6740fd3db38933afb, https://i.scdn.co/image/ab67616100005174532fd0e6740fd3db38933afb, https://i.scdn.co/image/ab6761610000f178532fd0e6740fd3db38933afb"
6vv8DZKpEVRMWVPCy2u6gc,Jacob LaVallee,10707,background piano,57,spotify:artist:6vv8DZKpEVRMWVPCy2u6gc,https://api.spotify.com/v1/artists/6vv8DZKpEVRMWVPCy2u6gc,https://open.spotify.com/artist/6vv8DZKpEVRMWVPCy2u6gc,"https://i.scdn.co/image/ab6761610000e5eb5218364b93c0f5e8919294b4, https://i.scdn.co/image/ab676161000051745218364b93c0f5e8919294b4, https://i.scdn.co/image/ab6761610000f1785218364b93c0f5e8919294b4"
6TmP52vEbVpUASqclk1HDN,John Barry And His Orchestra,104,,2,spotify:artist:6TmP52vEbVpUASqclk1HDN,https://api.spotify.com/v1/artists/6TmP52vEbVpUASqclk1HDN,https://open.spotify.com/artist/6TmP52vEbVpUASqclk1HDN,"https://i.scdn.co/image/ab67616d0000b273545bb41233ad00e1e23def13, https://i.scdn.co/image/ab67616d00001e02545bb41233ad00e1e23def13, https://i.scdn.co/image/ab67616d00004851545bb41233ad00e1e23def13"
090VebphoycdEyH165iMqc,Shirley Bassey,292811,"adult standards, easy listening",53,spotify:artist:090VebphoycdEyH165iMqc,https://api.spotify.com/v1/artists/090VebphoycdEyH165iMqc,https://open.spotify.com/artist/090VebphoycdEyH165iMqc,"https://i.scdn.co/image/ab6761610000e5ebde2373604d3f33221eda2e64, https://i.scdn.co/image/ab67616100005174de2373604d3f33221eda2e64, https://i.scdn.co/image/ab6761610000f178de2373604d3f33221eda2e64"
2kreKea2n96dXjcyAU9j5N,The Pointer Sisters,1068588,"disco, girl group, hi-nrg, motown, new wave pop, soft rock",65,spotify:artist:2kreKea2n96dXjcyAU9j5N,https://api.spotify.com/v1/artists/2kreKea2n96dXjcyAU9j5N,https://open.spotify.com/artist/2kreKea2n96dXjcyAU9j5N,"https://i.scdn.co/image/ab6772690000c46c8c57ac844d8c2170149462e3, https://i.scdn.co/image/ab6772690000dd228c57ac844d8c2170149462e3, https://i.scdn.co/image/ab6772690000bac38c57ac844d8c2170149462e3, https://i.scdn.co/image/ab67726900008f748c57ac844d8c2170149462e3"
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,2575929,"indie pop, la indie, pov: indie",79,spotify:artist:1r1uxoy19fzMxunt3ONAkG,https://api.spotify.com/v1/artists/1r1uxoy19fzMxunt3ONAkG,https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG,"https://i.scdn.co/image/ab6761610000e5eb626686e362d30246e816cc5b, https://i.scdn.co/image/ab67616100005174626686e362d30246e816cc5b, https://i.scdn.co/image/ab6761610000f178626686e362d30246e816cc5b"
4mxWe1mtYIYfP040G38yvS,Alan Jackson,2882512,country,74,spotify:artist:4mxWe1mtYIYfP040G38yvS,https://api.spotify.com/v1/artists/4mxWe1mtYIYfP040G38yvS,https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS,"https://i.scdn.co/image/ab6772690000c46c1dce50b93ca0b1e2f459d9e6, https://i.scdn.co/image/ab6772690000dd221dce50b93ca0b1e2f459d9e6, https://i.scdn.co/image/ab6772690000bac31dce50b93ca0b1e2f459d9e6, https://i.scdn.co/image/ab67726900008f741dce50b93ca0b1e2f459d9e6"
